year_rank,year,song,reviewer,review,ranking,source_title,source
2018_85,2018,APESHIT,Eric Torres,"No one was prepared for “Apeshit.” The lead single from Beyoncé and Jay-Z’s surprise joint album brims with cocky gratitude for the high life, flaunting Bey’s head-spinning flow and Jay’s louche, laid-back delivery over an expensive, pop-trap background courtesy of Pharrell. While clearly indebted to Migos, whose demo of the song leaked just a few days after the Carters’ came out, “Apeshit” is further proof that the zeitgeist belongs to this power couple, who can claim a cultural moment whenever they please. Bey lists off fashion houses and sports cars like they’re items on her grocery list, but it’s her sneering “Get off my dick” that really sets the tone. Of course, the song is only half the story—the lavish video for “Apeshit,”one of the year’s best, finds the Carters lounging and dancing around an empty Louvre in designer fineries, a seamless mashup of icons old and new.",85,The 100 Best Songs of 2018,Pitchfork
2018_84,2018,Vlone,Evan Minsker,"Valee is a serene individual. He keeps an indoor koi pond. And when an ABC sitcom hired him tomake a cameoas himself, he was asked to portray a thoughtful, patient listener. As usual, the rapper is a calm presence on “Vlone.” He only has a handful of lines in the song, and none of them bestow any real wisdom—he just talks about the clothes he’s wearing. “These are vintage jeans,” he half-mumbles before offering a clipped affirmative: “Mhm.” The song is a subdued flex coupled with a borderline sleepy delivery. He’s got nice things, but he’s not going on and on about it. Over minimal instrumentation, he’s literally telling you to leave him alone. Especially if you’re broke.",84,The 100 Best Songs of 2018,Pitchfork
2018_83,2018,Believe,Madison Bloom,"Freedom, Damon McMahon’s fifth record as Amen Dunes, is sprawling and shimmering, lingering somewhere between a memory and a daydream. Nowhere is this more true than on “Believe,” which examines the false promise of nostalgia while fully enveloped in its rosy glow. The song is built upon a series of impressions: snatches of spiritual imagery, glimpses into a childhood scored by the radio, brief pronouncements of devotion rounding out otherwise unintelligible verses. These details simmer over insistent plucks of guitar and swells of harmonica, building to a cathartic climax as McMahon gives thanks for his past and confronts his future head-on.",83,The 100 Best Songs of 2018,Pitchfork
2018_82,2018,Macaulay Culkin,Marcus J. Moore,"In what’s been a breakout year for Baltimore rapper JPEGMAFIA, “Macaulay Culkin” offered a brief glimpse into the man behind the music, sans all the piss and vinegar that made up his excellentVeteranLP. On this rare moment of reflection, he name-checks a few recognizable figures to assess how he truly feels behind the scenes. “I got my hands on my face like Macaulay Culkin,” he spits at the top of the two-minute track. “Black man, white fam, I feel like Jason Jordan,” he claims, referencing the WWE star. He’s Rick and Morty in the science lab, Mulder and Scully solving mysteries. All of which is to say: There’s no telling who you’ll get from one JPEGMAFIA track to the next.",82,The 100 Best Songs of 2018,Pitchfork
2018_81,2018,Life Is Beautiful,Michelle Kim,"It hurts to hear Lil Peep acknowledge that life can be worthwhile. He does it a lot, perhaps with some irony, in “Life Is Beautiful,” a song originally written and released in 2015 and then gorgeously reworked for the emo rap star’s posthumous album,Come Over When You’re Sober Pt. 2. On the track, Peep presents myriad of examples of how devastation is part of everyday life, whether it takes the form of a soul-crushing office job, being targeted by the police, or pining for the approval of your crush. But after each one, he seemingly shakes his head while asking the question: “Isn’t life beautiful?” The track’s producers, Smokeasac and IIVI, envelope his melancholy vocals with pooling synths and creaking cello lines, giving it a pulsating, breathing quality. In all its wounded grace, the song gets a chance at new life.",81,The 100 Best Songs of 2018,Pitchfork
2018_80,2018,Thanks 4 Nothing,Philip Sherburne,"Nilüfer Yanyais noAriana Grande. Where the megastar won platitudes for her magnanimity in “thank u, next,” the young London singer’s “Thanks 4 Nothing” is the bitterest sort of kiss-off. Yanya’s protagonist doesn’t just see the world through a glass-half-empty lens; she takes a sip and smashes her tumbler on the ground. “Will you and I waste this?/I won’t even try in case it don’t work/I hate you and I hate this,” she sings, her voice as unsteady as a small, wounded bird. Romantic fatalism has rarely been so straight-up nihilistic. Fortunately, Yanya knows how to make the most bilious heartbreak not just palatable, but even refreshing. Her pitter-pat drum machine and clean-toned guitar evoke the most wistful strains of vintage UK soul and indie, likeSadeandEverything But the Girl, and her voice is nothing short of revelatory, capable of drawing a one-syllable word into a four-note melisma in the least showy way possible. And the vulnerability of her tone, octaves jumping like a catch in the throat, is the balm to counterbalance all that scorched-earth attitude, injecting every breath with a potent mixture of defiance and regret.",80,The 100 Best Songs of 2018,Pitchfork
2018_79,2018,Sticky,Jason King,"Nineteen-year-old R&B singer Ravyn Lenae may have been classically trained at the Chicago High School for the Arts, but she’s got a jones for experimental, jagged, synthy beats and left-of-center soul. Taken from her third EP,Crush, which was produced by the Internet’s Steve Lacy, “Sticky” is a full-tilt, psychedelic slow burn. By turns freaky and hypnotic, the song is like Lenae’s version ofPrince’sSign o' the Timesdeep cut “Strange Relationship”—the lyrics find her flummoxed in love, under the spell of topsy-turvy emotions. The intro, a flood of standalone organ chord changes, already sounds legendary; by the time the blunted groove drops and the hiccup melodies in the verses follow, you’ll be hooked. But it’s Lenae herself that makes “Sticky” glisten: Her gossamer mezzo sounds like a wicked mix ofKate Bush,Minnie Riperton, andAaliyah.",79,The 100 Best Songs of 2018,Pitchfork
2018_78,2018,The River,Philip Sherburne,"Lolina,the experimentalist formerly known asInga Copeland,has always played her cards close to her chest. InHype Williams, herduowithDean Blunt, she toyed with further aliases, offered only the most cryptic interview responses and performed masked or from deep inside a dry-ice fog. Her 2018 albumThe Smoke, which switchbacks through dissonant piano counterpoints and spindly Casiotone fugues, is not much more forthcoming. “The River” is the album’s most immediate track—it could almost be a vintage Tricky outtake, but trip-hop is rarely as unsettling as this. Synths chatter like roosting birds and beats drop out when you least expect, throwing her words into relief against sudden silence. Lolina switches between singing and speaking modes like someone who can’t decide whether to jog or to walk, sounding sullen and playful all at once. The conflict at the center of the song—“You tell me, ‘Open your eyes’/That means I won’t”—sounds like as true a thing as she’s ever sung. Wherever this river may lead, both its origin and its destination are known only to her.",78,The 100 Best Songs of 2018,Pitchfork
2018_77,2018,OKRA,Matthew Strauss,"Tylerhasn’t talked his shit like this in years. Maybe he’s been too busy—launching a successful fashion line and music festival, making TV shows, and taking on the role of rap’s easy-listening radical with 2017’sFlower Boy. His deliberate empire-building across this decade almost makes you forget that he established his brand on total chaos, that he crunched down on a cockroach and staged his own hanging in the “Yonkers”videoalmost eight years ago. A spiritual successor to that breakout hit, “OKRA” is an unapologetically hard banger celebrating Tyler’s many wins. A blown-out bass ushers in Tyler’s crooked, Valee-nodding flow, as he rolls through an abundance of imperial lines including, “Tell Tim Chalamet to come get at me.” Consider this song a sneering reminder that the goblin is still somewhere inside him.",77,The 100 Best Songs of 2018,Pitchfork
2018_76,2018,Devotion,Alphonse Pierre,"Tirzah sings “I just want your attention,” and time stops. When the British artist allows a line to leave her mouth, it lingers, intimate and close. On “Devotion,” desperation is felt in producer Mica Levi’s looped instrumental, elevating Tirzah’s quiet urgency with every slow-moving piano key and woozy beat of the drums. She wants it all, without exception: all the comfort, all the understanding, all the love. This is her plea, vulnerable to the point of transcendence—her aching desire to be with one other person only.",76,The 100 Best Songs of 2018,Pitchfork
2018_75,2018,Hyper-Intelligent Genetically Enriched Cyborg,Daphne Carr,"In its dark, hypnotic call-and-response of acid squibs and synths jumping over distorted snares, “Hyper-Intelligent Genetically Enriched Cyborg” feels like a peek into the best rooms of techno’s past: the clubs of 1994 Berlin, or the industrial spaces of Cleveland in 1988. But this standout track from Helena Hauff’s excellent second album, Qualm, is rooted firmly in the present, too, down to its title subject matter: This year, pop culture has percolated with paranoia about technology, and, quietly, we’ve already seen futurism realized in gene-modified births. The techno future is here, and if we haven’t spent a lot of time questioning its fancy new tools—who has them, how they should be used—then we ought to. Hauff’s radical politics make it easy to hear this track as a sonification of the mind of such a gene-“cleansed” genius cyborg, as unmoored from humanitarian ethics as the corporations who built it. So listen warily to this siren’s warning.",75,The 100 Best Songs of 2018,Pitchfork
2018_74,2018,Noid,Jazz Monroe,"“Noid” seems to present an artist reborn: an antic experimentalist pivoting to pop in riotous fashion. But close inspection reveals Yves Tumor to be as intense as ever, with the song lurching into urgent extremes. It’s perhaps the year’s most visceral response to brutality against black bodies, refocusing the singer and producer’s dissident energy into music that involves, enraptures, and implicates. As Tumor repeats a few biting phrases (“9-1-1, can’t trust ’em...”), time seems to stall in a heightened moment, as if violence might be imminent. The beat propelling the cinematic strings, so harried and urgent, would sooner flee than fight, and indeed seems already on its way. From there, “Noid” presents a spectacular balancing act in which paranoia threatens to snap into terror. Rarely is radical art so neatly set at the precipice of delirium.",74,The 100 Best Songs of 2018,Pitchfork
2018_73,2018,Sold Out Dates,Paul A. Thompson,"Both Gunna and Lil Baby grew from Young Thug’s rib, but the pair’s breakout collaboration, “Sold Out Dates,” owes just as much to Lil Uzi Vert’s “XO Tour Llif3.” It’s a mission statement for overmedicated troubadours with chemical dependencies, low-level paranoia, and $20,000 in one-dollar bills. “Dates” is produced by Turbo and Ghetto Guitar and sounds like the kind of thing a grizzled country star might pull out at an after-hours club, much to the dismay of his three publicists. Gunna and Lil Baby are likely destined for different kinds of stardom—slow-and-steady and stratospheric, respectively—but “Sold Out Dates” finds them perfectly in concert.",73,The 100 Best Songs of 2018,Pitchfork
2018_72,2018,Ladies,Eric Torres,"Slowthai raps like every song is his last gasp. “Ladies,” a paean to the women who shaped the UK grime MC, is no less fevered, but it’s also his most open and wholehearted song yet. Delivered over a stuttering, 8-bit beat, Slowthai’s lyrics jump from the gaps in his teeth to the promise of a yellow brick road, rattled off with a characteristically impish grin. But there’s newfound tenderness and an unexpected kind of feminism here as he raps, “I appreciate queens ’cause they made us.” It’s a quality made even more evident in the accompanying music video, where he lays naked and prostrate next to a clothed woman and later faces the camera wrapped in her arms. He’s searching for redemption and, whether he finds it or not, the excursion is exhilarating.",72,The 100 Best Songs of 2018,Pitchfork
2018_71,2018,Best Years of My Life,Alison Fensterstock,"Heartbreak, of course, is country music’s meat and potatoes—and Pistol Annies’ Miranda Lambert, Ashley Monroe, and Angaleena Presley candoheartbreak. “Best Years of My Life” is a deceptively simple, devastatingly intimate domestic drama about love that left with a whimper, not a bang, and the mundane narcotics (prescription opioids and brainless TV) that help numb the ache. It’s a song that feels like listening to someone’s heart slowly snuff out from lack of emotional oxygen, with a sweet, sad, spare guitar line that slowly grows louder and fuzzier. The lyrics detail a compounded sadness; we mourn for the dead relationship, yes, but more so for all the possibilities its lingering dead weight is taking the place of. There are interior epics hidden and thrumming underneath the most ordinary events in human lives, and Pistol Annies excel at revealing them.",71,The 100 Best Songs of 2018,Pitchfork
2018_70,2018,Fists of Fury,Louis Pattison,"Los Angeles saxophonist and composer Kamasi Washington’s second album commences with a rallying cry. “Fists of Fury” is a cover version of sorts, a bold refresh of Joseph Koo & Ku Chia Hui’sblaring theme tunefor the 1972 Bruce Lee filmFist of Fury. In the hands of Washington and his band, though, it becomes explicitly political: a noble call for justice and retribution that feels like a call-to-arms for the Black Lives Matter era. There is a righteous anger here, but the track itself is utterly beguiling. The arrangements invoke the rhythmic motifs of Blaxploitation funk and Latin music, massed strings adopt a honeyed swoon, and Washington and pianist Cameron Graves turn out magnificent solos that give the song’s 10 minutes a sense of perpetual lift. A feat of graceful pugilism, “Fists of Fury” floats like a butterfly, stings like a bee.",70,The 100 Best Songs of 2018,Pitchfork
2018_69,2018,Work It,Louis Pattison,"On the surface, “Work It” is a walloping dancefloor motivational for the secure-the-bag generation. Quebecoise singer and producer Marie Davidson weaves an elegant lattice of analog percussion—thudding kicks, dotty drums, clanging digital cowbell—before swooping in with a stern, business-bitch monologue listing the virtues of hard toil. “I don’t wanna see any fake-ass workers,” she demands. “I needreal builders.” Job done? Not quite. Considered in the context of its parent album,Working Class Woman, “Work It” emerges as part of a nuanced reflection on the psychological cost of being a touring musician—the physical and mental toll of hedonism, the stress of being your own boss. With this in mind, the song’s spoken text emerges as something more precarious: an admission of workaholism set to a runaway pulse that just can’t—or won’t—stop. It’s an important reminder of a truth that’s seldom spoken: You can still work yourself to death doing something you love.",69,The 100 Best Songs of 2018,Pitchfork
2018_68,2018,When I’m With Him,Vrinda Jagota,"“When I’m With Him” is a Trojan horse of a song, an exuberant dance-pop banger that conceals the internal loneliness of secretly falling out of love. Like Robyn, Empress Of’s Lorely Rodriguez refracts her sorrow through assertive drums and blossoming, golden synthesizers. The track’s skipping beat and sunny production transform heartache into tantalizing melodrama. Rodriguez does this with remarkable self-awareness, acknowledging that she is repressing emotions while still attempting to articulate those tangled feelings. She sings in both Spanish and English here, and each language provides a unique cadence; the Spanish phrases in the pre-chorus tend to be more staccato, while the following English phrases flow like cursive. Like sugar added to a savory stew, the contrast enhances both sensations.",68,The 100 Best Songs of 2018,Pitchfork
2018_67,2018,Boys,Jason King,"In a year buoyed by auspicious hip-hop women, fromCardi Bto Tierra Whack, Lizzo continues to brand herself as the no-fucks poster girl for the utopian promise of letting your freak flag fly. The classically trained Minneapolis musician’s single “Boys” is an infectious dance tribute to all things XY chromosome, topped by a saucy black-and-whitevideofilmed in front of urinals. The song is freewheeling retro fun: The exuberant rhythm track recalls Timberlake and Timbaland’s “SexyBack,” and when was the last time you heard an old-school electric guitar solo during the bridge? Sassy to the hilt, Lizzo laundry-lists the boys who quench her thirst (“itty bitty boys, Mississippi boys”), and her declaration “Baby I don’t need you/I just want to freak you” pays homage toMissy Elliott’s combination of raunchy good-humor and sexual autonomy. Lizzo also racks up points for her inclusive approach to man crushes when she confesses: “I don’t discriminate, come and get a taste/From the playboys to the gay boys.” “Boys” ain’t rocket science, but it’s downright subversive to hear a plus-size black woman owning her sexual lust and essentially grabbing her own pussy in the face of persistent toxic masculinity.",67,The 100 Best Songs of 2018,Pitchfork
2018_66,2018,bless ur heart,Ruth Saxelby,"On the chorus of “bless ur heart,” the word “heart” swells to fill a whole line. It grows eight extra syllables and as many sonic embellishments; a wall of sound that sensually mirrors the way love buoys every molecule in one’s body. The lead single from serpentwithfeet’s debut albumsoil, “bless ur heart” is a perfect introduction to his fantastical and fleshy style of songwriting. Vocally, there are nods to his church choir background and to his Brandy fandom—the two singers utilize a tremble to texturally convey tenderness—but it’s lyrically that serpentwithfeet really flies. In a song about a lover who taught him gentleness and inspired his writing, he imagines creatures to carry his notes deep underground, stories that grow feet, and bodies that rid themselves of rivers. That love and language can both be transformative is not a new tale, but it takes a gifted storyteller to show how snugly they dovetail.",66,The 100 Best Songs of 2018,Pitchfork
2018_65,2018,Sweetener,Larry Fitzmaurice,"“Sweetener” is not subtle. “Hit it, hit it, hit it, hit it/Flip it, flip it, flip it,” Ariana Grande instructs on the chorus to her fourth album’s title track, resembling an X-rated game of Bop It. Amid the track’s svelte production—trickling percussion, cushy bass hits, a lusty and cascading synth line—Pharrell punctuates Grande’s commands with a high-pitched “sheesh!” like a steam whistle cutting through the air. It all adds up to a gleeful evocation of sensuality on an album consumed with the heady pleasures of new love. “Sweetener” carries a tender streak, too, embracing the notion of finding the good in so much bad, and toasting to the people in one’s life who encourage such perseverance. At a Manchester tribute concert following the deadly bombing at her show there last year, Grande said, “The fact that all of those people were able to turn something that represented the most heinous of humanity into something beautiful and unifying and loving is just wild.” And “Sweetener” embodies that same look-on-the-bright-side universality—a reminder that even the worst feelings can be turned into something radiant and nourishing.",65,The 100 Best Songs of 2018,Pitchfork
2018_64,2018,Loading Zones,Seth Colter Walls,"In the space of a few seconds, Kurt Vile blends several feel-good guitar textures on “Loading Zones.” When the opening wah-wah flourish gives way to more intricate acoustic fingerpicking, the singer-songwriter shows an ability to channel artists as different as Peter Frampton and Fleet Foxes. In the first verse, his droll voice unspools in lines of uneven length—telling a fractured, dreamlike story about an improbable small-town power broker—suggesting a sincere love for vintage talking blues. Happily, none of this weaving of popular traditions sounds forced; the song’s distractible journey is the work of a mellow, lightly perplexed narrator. By now, though, Vile’s more committed listeners likely understand the narrative haze as the work of a deceptively purposeful songwriter, one who knows exactly where he wants to lead them.",64,The 100 Best Songs of 2018,Pitchfork
2018_63,2018,Heat Wave,Noah Yoo,"Snail Mail’s “Heat Wave” is built atop contradictions. The song begins as a delicate ballad before unleashing triumphant, devil-may-care bursts of fuzzy indie rock. All the while, Lindsey Jordan displays both a tonal brattiness appropriate of her 19 years and a worldly wisdom, as she addresses a green-eyed ex who’s decided to move on: “I hope whoever it is holds their breath around you, ’cause I know I did.” Toward the end of the song, the rhythm section quiets and Jordan introduces a bold refrain—“I’m not intosometimes”—that turns into an anthemic distillation of unrequited young love. “Heat Wave” is neither acerbic farewell nor mopey retrospective, but a clear admission of the pain of rejection, and the hope that we’ll all eventually find whatever it is we’re searching for.",63,The 100 Best Songs of 2018,Pitchfork
2018_62,2018,Hands,Will Pritchard,"How do you follow up a sleeper rap hit? That was the question faced by London MC Octavian after “Party Here” catapulted him into the mainstream (thanks to one Aubrey Drake Graham). The answer: An idiosyncratic slice of dreamy electro-R&B. “Hands” does away with anything resembling traditional song structure. Instead, twinkling synths, pitch-shifted lyric snippets, and a driving bassline are brought together in experimental, James Blake-esque interplay. In all its genre-bending oddity, “Hands” serves as a clear sign that this young artist has ambitions that go way beyond a Drake co-sign.",62,The 100 Best Songs of 2018,Pitchfork
2018_61,2018,Having Been Is No Way to Be,Stephen Deusner,"Jeff Tweedy has been around long enough to know that any song he releases is a song that he'll have to live with for the rest of his life. So “Having Been Is No Way to Be,” off his memoiristic solo albumWARM, sounds like he’s keeping his future self in check, crafting a surefire live staple that will force him to confront his urges and addictions night after night. The music is low-key, humble even: a loping acoustic strum; a low and sympathetic bass, like a steadying hand on his shoulder; a room-spinning guitar solo. But the lyrics are some of the most probing he’s ever written—in particular when he’s confronting the fact that some fans prefer the music he made while addicted to painkillers to the songs he wrote after he got clean: “But they’re not my friends/And if I was dead/What difference would it ever make to them?” With startling honesty, “Having Been Is No Way to Be” celebrates the fact that Tweedy gets to keep on living.",61,The 100 Best Songs of 2018,Pitchfork
2018_60,2018,It’s Not Living (If It’s Not With You),Ian Cohen,"Of the many, many insults Matty Healy served himself on the 1975’s last LP, none dug deeper than “I’ve been romanticizing heroin.” Whatever countercultural cachet opioids once held has been negated by the undignified deaths of Tom Petty and Prince, along with the suffering of guys like Danny, the physically broken gas station employee that Healy uses as a stand-in for himself on “It’s Not Living (If It’s Not With You).” Though it’s a dark meditation on drug use, the song could anchor a crushed-out mix if you ignore its lyrics—a decent likelihood, since it’s one of those ruthlessly efficient pop machines that merges hair metal and ’80s stadium synth-pop. But “It’s Not Living” devastates because it presents Healy—a guy who’s scrutinized every aspect of our modern existence—as someone who knows he can never satisfactorily answer the one question that tortures anyone close to an addict:Why?",60,The 100 Best Songs of 2018,Pitchfork
2018_59,2018,Four Out of Five,Jillian Mapes,"After a dozen years, six albums, and more success than anyone expected, Alex Turner is bragging about Yelp reviews on the damn moon. WithTranquility Base Hotel & Casino—and this track, its centerpiece, in particular—Arctic Monkeys present a ’70s rock lounge-lizard homage to future problems: What happens when we also ruin outer space with aggressive capitalism, gentrification, and information overload? It’s a scary, funny thought, and Turner, ever the deft vocalist, plays up both qualities in equal measure. His pitch-blackBowiecroon shows a flash of conviction when he boasts of a four-star user review for his lunar taqueria—“And that’s unheard of!” At first, the song starts and stops in fits, like a latter-dayJack Whitetrack that can’t quite figure out if it has a rock rhythm or a rap one, before taking on a dreamy psychedelic quality. Maybe the moon’s marketing creeps are lulling listeners into a fake sense of security, which makes you wonder: Who’s vetting all these glowing reviews, anyway?",59,The 100 Best Songs of 2018,Pitchfork
2018_58,2018,Heaven’s Only Wishful,Stuart Berman,"The debut single from Toronto’s Seth Nyquist bears all the hallmarks of a homespun indie-pop project: the sullen jangly guitars, the vacuum-sealed production, the skeletal “Billie Jean” beat that sounds like an outline for some pro drummer to embellish later on. And this is to say nothing of the open-ended yet intensely introspective lyrical confessions of a “poor boy” who’s “waiting for answers” and “hoping to find meaning” so that he can “break this feeling.” But despite its greyscale mood, “Heaven’s Only Wishful” nonetheless bottles up the thrill of a DIY producer realizing his potential in real time. While the song’s tempo never changes, the temperature certainly does: As Nyquist piles on Morse code squeals and grinding guitar solos, his understated cool gives way to unrestrained anger. “Some say/You’re the reason I feel this way,” he screams at an unspecified target in the song’s dying moments—an emotional breakthrough as dramatic and revelatory as his musical one.",58,The 100 Best Songs of 2018,Pitchfork
2018_57,2018,Look Alive,Trey Alston,"There’s a running joke that getting a feature from Drake is like handing him the keys to a vehicle that won’t be returned: When he hops on a young artist’s track, he can’t help but steal their shine. But BlocBoy JB’s breakout single “Look Alive” bucks this trend—not only does JB manage to hold his own throughout the song, he actually draws attention away from Drizzy. Over ominous production that mixes the lowest of piano notes with bulky bass, JB breathlessly jumps in as Drake’s verse ends, radiating confidence with rapid rushes of goofy punchlines that are as witty as they are amusing (“I’ma spray ’em, just like Febreze”). After this track, JB’s career is on a fast climb, and it’s not hard to see why.",57,The 100 Best Songs of 2018,Pitchfork
2018_56,2018,Miki Dora,Jesse Jarnow,"Amen Dunes’ “Miki Dora” is a wave that never breaks, a cosmic surf beat that pulses for five minutes as singer-songwriter Damon McMahon’s reassuring voice and oceanic lyrics hover above the swell. All of the song’s basic information—melody, groove, texture—arrives in the first 30 seconds, a compact and transcendental good feeling. Then the small shifts keep coming: ever-widening guitar parts around the central thump, miniature drama with a vocal modulation about halfway through, a pile of stacked self-harmonies near the end alongside guitar lines that sound like they’ve been run through a warbling cassette tape. It’s a long way from the discombobulated constructions of McMahon’s earliest work nearly 10 years ago, with the haze now transmuted into a gentle glow, the sun sinking into the digital surf.",56,The 100 Best Songs of 2018,Pitchfork
2018_55,2018,One More,Jesse Dorris,"Polyglot club phenom Yaeji spent 2017 offering up track after track of deep house filtered through the minimalist insouciance of modern R&B. She was strong enough to blow through electronic music’s biases and remix nightlife in her own image, all the while launching lyrical doozies like “I don’t fuck with family planning.” But the rolling bullshit of this year left her personally betrayed, frustrated with the industry, and rationally furious. So Yaeji returned this fall with “One More,” a self-made and self-released middle finger to men who expect women to do all the work. It is amood, tossing and turning from gauzy quiet storm to Björk-y drum breaks and heartbreak, where even a quick turn towards euphoria ends up twitchy. It not only moves the body, it surely moveson.",55,The 100 Best Songs of 2018,Pitchfork
2018_54,2018,I Do,Madison Bloom,"Flipping a phrase commonly associated with matrimony, “I Do” drastically shifts the narrative with just three little words: “I dowhat I like.” The closing track from Cardi B’sInvasion of Privacy, it finds the rapper taking back power in the face of hearsay—all while reaping the benefits of her self-made empire. With nods to Gucci and YSL, “I Do” can seem at times like a shopping list for Barneys, but it endures above all as a celebration of financial autonomy and sexual empowerment. Cardi and SZA stalk the foreboding beat, flexing atop skittering hi-hats and something like detuned church bells. They count out their cash and accomplishments without a scrap of shame; Cardi feels so sexually superior, she claims to shout her own name in the sack. They don’t shy away from naming their desires, but as usual, they’re not asking others to provide for them—they’ve got that part handled.",54,The 100 Best Songs of 2018,Pitchfork
2018_53,2018,Wanted,Alphonse Pierre,"For many teenagers in New York—whose days are spent wandering through the city being ignored by adults and stalked by cops—nowhere ever really feels like home. On “Wanted,” Harlem’s Sheck Wes embodies that nomadic lifestyle as he tries to maneuver through a place where everyone just wishes he would go away, convinced he’s only up to no good. Realizing that he won’t be accepted no matter what, he opts to wreak havoc: boosting items from downtown to sell uptown and wilding on the subway, carving out some control wherever he can. It’s why Sheck Wes has become the voice of the unheard youth in NYC, and beyond.",53,The 100 Best Songs of 2018,Pitchfork
2018_52,2018,My Queen Is Harriet Tubman,Will Pritchard,"Sons of Kemet’s “My Queen Is Harriet Tubman” is a standout from a strong year for London’s burgeoning jazz scene. The song was written as an interpretation of the famed abolitionist’s initial escape from slavery via the Underground Railroad. Tubman’s bid for freedom is brought to life in an urgent, relentless, and tightly wound melee of sax, drums, and tuba; players weave in and out like those moving along a loosely defined network of routes. The song is reflective of more contemporary times as well. Over five-and-a-half minutes, the track plumbs the UK capital’s rich, diasporic mesh of cultures: Afrobeat rhythms and freeform sax playing with an energy that resembles the golden era of pirate radio grime sets, typified by huddles of MCs passing a microphone around. Exclamatory stabs from the sax sound like reactive ad libs, and there’s a sense of unbridled joy running throughout. “My Queen Is Harriet Tubman” ends as abruptly as it began, leaving pure adrenaline coursing from ear to aorta.",52,The 100 Best Songs of 2018,Pitchfork
2018_51,2018,In Another Life,Mark Richardson,"Over a bubbling synth beat and lyrical guitar fills, Canadian singer-songwriter Sandro Perri vividly imagines a better place, one where “the seed of greed dissolved in thirst.” But by walking us step-by-step through his impossible dream, steadily unfolding one verse after another for 24 patient minutes, Perri offers an additional experience that enlivens his description of this weary utopia. This parallel existence isn’t just in our imaginations: By taking the song in and following its gentle curves, we start to become one with its rhythms, syncing with its gurgling, ceaseless flow. “In Another Life” isn’t a perfect prescription—many lines don’t make sense—but rather a space to inhabit, one that can be transformational in the right headspace. As we so often find ourselves struggling to cram in every last piece of crucial data, here is a song that has all the time in the world.",51,The 100 Best Songs of 2018,Pitchfork
2018_50,2018,Night Shift,Owen Myers,"It’s called the graveyard shift for a reason. Night can bring terrors, but moments of lucidity can also lurk within its quiet shadows. Lucy Dacus knows this duality all too well in “Night Shift,” a strung-out swamp of feelings about a breakup and the ensuing attempts to trying to hack away at the emotional cartilage that binds you to an ex-lover. The nearly-seven-minute track portrays a person flung off her axis and haunted by specters. Its racked, exquisite agony—and teeth-gritting determination to face the future without that loser ex—marks it as one of Dacus’ greatest songs to date. After a hushed opening, the song ignites as a chugging guitar riff cedes to Dacus screaming, in a bludgeoning wail, that she’s settled for second-rate treatment for the last time. They say that you learn something, good or bad, from every relationship. Dacus’ emotional purging feels like a much-needed vomit after a night of excess. The taste lingers, but wipe your mouth and keep on walking.",50,The 100 Best Songs of 2018,Pitchfork
2018_49,2018,Always Trying to Work It Out,Sasha Geffen,"As the two vocalists of Low, the experimental rock project they’ve helmed since the early 1990s, Alan Sparhawk and Mimi Parker play to their differences. Sparhawk’s voice has a rough, earthy grain that makes him the perfect foil to Parker’s crystal vibrato; the contrast in texture between the two lends depth to their slow, simple arrangements. On “Always Trying to Work It Out,” from the desolate landscape ofDouble Negative, Parker and Sparhawk add a new element to their vocal dynamics, texturing their voices with prismatic studio effects. Each singer’s voice fractures into pitch-shifted strands; they’re harmonizing with each other, as they usually do, but they’re also singing against alternate visions of themselves over the steady chug of a bass drum. Their voices fray and unravel, sounding as if they’re just missing each other. “Always Trying to Work It Out” stands as one of the loneliest and most poignant cuts off an album consumed with the feeling of isolation. Singing to someone and not knowing if they’ll hear you can be harder than singing to no one at all.",49,The 100 Best Songs of 2018,Pitchfork
2018_48,2018,Your Dog,Billie,"Soccer Mommy’s Sophie Allison wastes no time stating her thesis here: “I don’t wanna be your fucking dog.” The ultimate kiss-off to unhealthy power dynamics, “Your Dog” seethes with resentment, as Allison recounts a partner’s offenses: emotional neglect, using her like a “prop,” choking her with a metaphorical collar and leash. Though her voice falters into tender, multi-tracked murmurs when she describes the forehead kisses that keep her coming back for more—mimicking the confusing cycle of forgiveness in a toxic relationship—Allison’s delivery throughout the song is determined and self-possessed. “I want a love that lets me breathe,” she exclaims as the track deteriorates into a squall of noisy guitar feedback. This isn’t a bruised confession about an emotionally manipulative ex: It’s a declaration of sovereignty. –Braudie Blais",48,The 100 Best Songs of 2018,Pitchfork
2018_47,2018,The Eye,Olivia Horn,"West Philly noise-pop quartet Empath’s best song yet is named for a phrase plucked from feminist poet Adrienne Rich: “the tear that washes out the eye.” Despite its literary origins, the reference is far from overwrought—Catherine Elicson, who sings, plays guitar, and writes for the group, tends to let intuition guide her lyrics, deciphering their meaning after the fact. Instead of overthinking things, Elicson doubles down on the pop form here, concocting an infectious hook while throwing in a few “baby”s for sexy punctuation and treating the poet’s words like decorative wallpaper. This subversion—de-escalating high art and lifting up the low—is a delicious twist that tops off the anarchic fun of “The Eye,” a hurtling three-minute endeavor in which drones collide with wind chimes and birdsong and indecipherable crew vocals tease juicy secrets.",47,The 100 Best Songs of 2018,Pitchfork
